Date,Time,PM2.5,0
,,,172.75
,,,146.79166666666666
,,,113.875
,,,144.75
,,,118.45833333333333
,,,170.91666666666666
,,,227.0
7/1/2015,1:00 AM,212.0,
7/1/2015,2:00 AM,217.0,
7/1/2015,3:00 AM,211.0,
7/1/2015,4:00 AM,197.0,
7/1/2015,5:00 AM,180.0,
7/1/2015,6:00 AM,177.0,
7/1/2015,7:00 AM,170.0,
7/1/2015,8:00 AM,197.0,
7/1/2015,9:00 AM,192.0,
7/1/2015,10:00 AM,232.0,
7/1/2015,11:00 AM,304.0,
7/1/2015,12:00 PM,296.0,
7/1/2015,1:00 PM,317.0,
7/1/2015,2:00 PM,272.0,
7/1/2015,3:00 PM,235.0,
7/1/2015,4:00 PM,231.0,
7/1/2015,5:00 PM,215.0,
7/1/2015,6:00 PM,220.0,
7/1/2015,7:00 PM,221.0,
7/1/2015,8:00 PM,196.0,
7/1/2015,9:00 PM,208.0,
7/1/2015,10:00 PM,231.0,
7/1/2015,11:00 PM,269.0,
07/01/2015 24:00 AM,,248.0,
