Date,Time,PM2.5,PM2.5 AQI,0
,,,,284.79583333333335
,,,,219.72083333333333
,,,,182.1875
3/1/2013,1:00 AM,202.4,288.0,
3/1/2013,2:00 AM,150.5,280.0,
3/1/2013,3:00 AM,130.9,270.0,
3/1/2013,4:00 AM,128.8,262.0,
3/1/2013,5:00 AM,110.5,258.0,
3/1/2013,6:00 AM,92.2,254.0,
3/1/2013,7:00 AM,108.0,250.0,
3/1/2013,8:00 AM,93.9,249.0,
3/1/2013,9:00 AM,92.8,247.0,
3/1/2013,10:00 AM,107.9,246.0,
3/1/2013,11:00 AM,163.5,244.0,
3/1/2013,12:00 PM,186.9,243.0,
3/1/2013,1:00 PM,226.5,243.0,
3/1/2013,2:00 PM,233.1,242.0,
3/1/2013,3:00 PM,230.9,240.0,
3/1/2013,4:00 PM,172.2,240.0,
3/1/2013,5:00 PM,163.3,239.0,
3/1/2013,6:00 PM,180.1,239.0,
3/1/2013,7:00 PM,184.5,239.0,
3/1/2013,8:00 PM,235.5,238.0,
3/1/2013,9:00 PM,274.4,238.0,
3/1/2013,10:00 PM,321.2,237.0,
3/1/2013,11:00 PM,307.5,236.0,
03/01/2013 24:00 AM,,275.0,233.0,
