Date,Time,PM2.5,PM2.5 AQI,0
,,,,284.79583333333335
,,,,219.72083333333333
,,,,182.1875
,,,,115.28749999999998
,,,,0.0
,,,,12.379166666666668
,,,,154.03750000000002
,,,,223.20833333333334
,,,,200.64583333333337
9/1/2013,1:00 AM,238.9,272.0,
9/1/2013,2:00 AM,251.0,266.0,
9/1/2013,3:00 AM,250.0,261.0,
9/1/2013,4:00 AM,235.4,259.0,
9/1/2013,5:00 AM,226.2,258.0,
9/1/2013,6:00 AM,217.7,259.0,
9/1/2013,7:00 AM,239.2,261.0,
9/1/2013,8:00 AM,229.0,264.0,
9/1/2013,9:00 AM,245.3,265.0,
9/1/2013,10:00 AM,274.8,267.0,
9/1/2013,11:00 AM,256.8,268.0,
9/1/2013,12:00 PM,235.4,268.0,
9/1/2013,1:00 PM,172.5,268.0,
9/1/2013,2:00 PM,148.4,266.0,
9/1/2013,3:00 PM,98.5,265.0,
9/1/2013,4:00 PM,77.5,263.0,
9/1/2013,5:00 PM,71.1,260.0,
9/1/2013,6:00 PM,75.2,258.0,
9/1/2013,7:00 PM,109.0,255.0,
9/1/2013,8:00 PM,167.3,252.0,
9/1/2013,9:00 PM,242.2,251.0,
9/1/2013,10:00 PM,294.0,251.0,
9/1/2013,11:00 PM,238.8,253.0,
09/01/2013 24:00 AM,,221.3,252.0,
