Date,Time,PM2.5,0
,,,172.75
,,,146.79166666666666
,,,113.875
,,,144.75
,,,118.45833333333333
,,,170.91666666666666
,,,227.0
,,,231.25
,,,272.125
,,,205.25
,,,256.0
,,,272.4166666666667
,,,228.79166666666666
,,,200.875
,,,214.04166666666666
,,,210.0
,,,210.125
,,,227.75
,,,217.25
,,,212.45833333333334
20/01/2015,1:00 AM,226.0,
20/01/2015,2:00 AM,174.0,
20/01/2015,3:00 AM,160.0,
20/01/2015,4:00 AM,116.0,
20/01/2015,5:00 AM,126.0,
20/01/2015,6:00 AM,167.0,
20/01/2015,7:00 AM,195.0,
20/01/2015,8:00 AM,225.0,
20/01/2015,9:00 AM,240.0,
20/01/2015,10:00 AM,243.0,
20/01/2015,11:00 AM,237.0,
20/01/2015,12:00 PM,265.0,
20/01/2015,1:00 PM,275.0,
20/01/2015,2:00 PM,277.0,
20/01/2015,3:00 PM,234.0,
20/01/2015,4:00 PM,200.0,
20/01/2015,5:00 PM,188.0,
20/01/2015,6:00 PM,190.0,
20/01/2015,7:00 PM,198.0,
20/01/2015,8:00 PM,255.0,
20/01/2015,9:00 PM,269.0,
20/01/2015,10:00 PM,219.0,
20/01/2015,11:00 PM,216.0,
20/01/2015 24:00 AM,,204.0,
