Date,Time,PM2.5,0
,,,172.75
,,,146.79166666666666
,,,113.875
,,,144.75
4/1/2015,1:00 AM,215.0,
4/1/2015,2:00 AM,189.0,
4/1/2015,3:00 AM,160.0,
4/1/2015,4:00 AM,153.0,
4/1/2015,5:00 AM,131.0,
4/1/2015,6:00 AM,133.0,
4/1/2015,7:00 AM,128.0,
4/1/2015,8:00 AM,115.0,
4/1/2015,9:00 AM,82.0,
4/1/2015,10:00 AM,96.0,
4/1/2015,11:00 AM,123.0,
4/1/2015,12:00 PM,139.0,
4/1/2015,1:00 PM,141.0,
4/1/2015,2:00 PM,142.0,
4/1/2015,3:00 PM,127.0,
4/1/2015,4:00 PM,111.0,
4/1/2015,5:00 PM,111.0,
4/1/2015,6:00 PM,128.0,
4/1/2015,7:00 PM,164.0,
4/1/2015,8:00 PM,191.0,
4/1/2015,9:00 PM,181.0,
4/1/2015,10:00 PM,176.0,
4/1/2015,11:00 PM,164.0,
04/01/2015 24:00 AM,,174.0,
