Date,Time,PM2.5,0
,,,172.75
,,,146.79166666666666
,,,113.875
,,,144.75
,,,118.45833333333333
,,,170.91666666666666
,,,227.0
,,,231.25
,,,272.125
9/1/2015,1:00 AM,226.0,
9/1/2015,2:00 AM,221.0,
9/1/2015,3:00 AM,200.0,
9/1/2015,4:00 AM,187.0,
9/1/2015,5:00 AM,164.0,
9/1/2015,6:00 AM,162.0,
9/1/2015,7:00 AM,169.0,
9/1/2015,8:00 AM,177.0,
9/1/2015,9:00 AM,215.0,
9/1/2015,10:00 AM,245.0,
9/1/2015,11:00 AM,277.0,
9/1/2015,12:00 PM,298.0,
9/1/2015,1:00 PM,369.0,
9/1/2015,2:00 PM,438.0,
9/1/2015,3:00 PM,408.0,
9/1/2015,4:00 PM,414.0,
9/1/2015,5:00 PM,429.0,
9/1/2015,6:00 PM,340.0,
9/1/2015,7:00 PM,303.0,
9/1/2015,8:00 PM,298.0,
9/1/2015,9:00 PM,294.0,
9/1/2015,10:00 PM,248.0,
9/1/2015,11:00 PM,241.0,
09/01/2015 24:00 AM,,208.0,
